custom_regions,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
Asia,2022-08-29,4694897197,230.79431212547465,294.7602194953839,285.4043249366966,248.85883843712054,190.01573871259583,144.34895728035394,127.10667062724124,1328.5229694413736,27.112713662068852,31.271096200746054
Oceania,2022-08-29,45038907,64.76755461299756,99.8934937647651,95.81756421522907,76.37232264701169,55.7593195318298,43.82898066792646,41.8884755202607,991.7290665918144,41.3220444413256,44.808485250319244
European Union,2022-08-29,450146793,322.02139014991326,322.02139014991326,322.02139014991326,322.02139014991326,322.02139014991326,322.02139014991326,322.02139014991326,8694.577534047658,322.02139014991326,254.73168726984576
North America,2022-08-29,376744184,337.3188049848333,337.3188049848333,337.3188049848333,337.3188049848333,337.3188049848333,337.3188049848333,337.3188049848333,674.6376099696666,337.3188049848333,286.9331697500074
Latin America and Caribbean,2022-09-05,660385158,396.4751897358301,399.57932166425456,398.7281565578744,396.4751897358301,388.6249186234937,385.993876946802,384.0518690026831,18944.297323701612,364.3134100711849,263.6870899613202
Asia,2022-09-05,4694897197,231.87141890849065,296.0567986937203,286.99829470145716,249.49678966930995,190.9469150793771,144.87381968367734,127.67856755160402,1337.68534588639,27.29970093645694,31.363238793405255
Oceania,2022-09-05,45038907,65.44459589871462,100.63124277518679,96.40353908944444,77.10679358750546,56.29054746041531,44.32340236323861,42.33938607656041,1002.6101307338715,41.77542211391132,45.348029871151184
European Union,2022-09-05,450146793,323.7159116241637,323.7159116241637,323.7159116241637,323.7159116241637,323.7159116241637,323.7159116241637,323.7159116241637,8740.32961385242,323.7159116241637,255.29150465368303
North America,2022-09-05,376744184,338.7164683427673,338.7164683427673,338.7164683427673,338.7164683427673,338.7164683427673,338.7164683427673,338.7164683427673,677.4329366855346,338.7164683427673,287.8207741622363
Latin America and Caribbean,2022-09-12,660385158,396.81453011335594,399.98185208563314,399.1645338160116,396.81453011335594,388.9464365358201,386.24946527143527,384.2765777576822,18956.15210539463,364.5413866422045,263.90635897160286
Asia,2022-09-12,4694897197,232.93816084767184,297.33422005496624,288.6248951946361,250.07980928768276,191.85311532643593,145.40476092977735,128.24220289924995,1347.0539338754247,27.490896609702546,31.433293703278505
Oceania,2022-09-12,45038907,65.9576189005445,101.28705517468046,97.26595315240532,77.73841916975117,56.730522745778075,44.759600725616146,42.63540368301464,1009.8356887598502,42.076487031660434,45.83648755064149
European Union,2022-09-12,450146793,325.1834093772878,325.1834093772878,325.1834093772878,325.1834093772878,325.1834093772878,325.1834093772878,325.1834093772878,8779.952053186771,325.1834093772878,255.76046212107522
North America,2022-09-12,376744184,339.953810712176,339.953810712176,339.953810712176,339.953810712176,339.953810712176,339.953810712176,339.953810712176,679.907621424352,339.953810712176,288.59026208616933
Latin America and Caribbean,2022-09-19,660385158,397.24281108328006,400.45969865830887,399.6678229102989,397.24281108328006,389.3471620308179,386.5685853451865,384.5589441736079,18971.519301984572,364.83690965354947,264.08867787829155
Asia,2022-09-19,4694897197,233.91042374840367,298.8697987372056,290.1857852643728,250.5952554442875,192.64600734597232,145.91028590340073,128.76498366799663,1355.5292933603978,27.66386312980403,31.492464306668396
Oceania,2022-09-19,45038907,66.69148155754445,102.15603829654121,98.41025472097151,78.55438580122829,57.303555437651326,45.38170087677003,43.14565238217433,1022.1981387623592,42.5915891150983,46.26501482373896
European Union,2022-09-19,450146793,326.8343139685452,326.8343139685452,326.8343139685452,326.8343139685452,326.8343139685452,326.8343139685452,326.8343139685452,8824.526477150719,326.8343139685452,256.2076504674776
North America,2022-09-19,376744184,341.32360369958826,341.32360369958826,341.32360369958826,341.32360369958826,341.32360369958826,341.32360369958826,341.32360369958826,682.6472073991765,341.32360369958826,289.4101823745738
Latin America and Caribbean,2022-09-26,660385158,397.6014452761329,400.85435902059146,400.10658250787486,397.6014452761329,389.6276693037823,386.8497171968984,384.7838051508315,18984.25061256328,365.08174254929384,264.25388434708987
Asia,2022-09-26,4694897197,234.8348640096431,300.5278076156794,291.56681474931236,251.0467894370797,193.42773483173914,146.30125576804616,129.39725228821305,1363.1220908155465,27.81881817990911,31.54484051208502
Oceania,2022-09-26,45038907,67.01198518565005,102.57422110001991,99.16483862212351,78.934307224884,57.4359231469275,45.29786296806595,43.21795778356697,1024.9049370413484,42.70437237672285,46.59139929838884
European Union,2022-09-26,450146793,329.35246454726865,329.35246454726865,329.35246454726865,329.35246454726865,329.35246454726865,329.35246454726865,329.35246454726865,8892.516542776255,329.35246454726865,256.65617460035975
North America,2022-09-26,376744184,342.6423806373405,342.6423806373405,342.6423806373405,342.6423806373405,342.6423806373405,342.6423806373405,342.6423806373405,685.284761274681,342.6423806373405,290.1886947244818
Latin America and Caribbean,2022-10-03,660385158,397.81313006629676,401.1162103570426,400.303369837607,397.81313006629676,389.72849229954204,386.9705136831807,384.8586951376705,18989.055662064184,365.17414734738816,264.40394783473715
Asia,2022-10-03,4694897197,235.75810415163758,302.1748491688705,292.9369310223159,251.70795985266744,194.17765479003768,146.65430781001854,129.96110565846814,1368.8610971098808,27.935940757344508,31.585949229039105
Oceania,2022-10-03,45038907,67.5512183098605,103.15844266351469,100.1811766264355,79.53388329116315,57.83787412367749,45.546116187224925,43.5724914900549,1033.4413616920433,43.06005673716847,46.85561530167684
European Union,2022-10-03,450146793,331.6981424988241,331.6981424988241,331.6981424988241,331.6981424988241,331.6981424988241,331.6981424988241,331.6981424988241,8955.849847468251,331.6981424988241,257.22687576716777
North America,2022-10-03,376744184,343.94024152559655,343.94024152559655,343.94024152559655,343.94024152559655,343.94024152559655,343.94024152559655,343.94024152559655,687.8804830511931,343.94024152559655,291.0420594575124
Latin America and Caribbean,2022-10-10,660385158,398.0540826325392,401.4926419780124,400.5209834437806,398.0540826325392,389.8317247004689,387.14559363089194,384.99293919377527,18994.517231468275,365.279177528236,264.5677932796101
Asia,2022-10-10,4694897197,236.6741950389615,303.81915581225263,294.2952439501329,252.52481619259817,194.8451852475948,147.02384556894108,130.57281032022777,1374.5057078102423,28.051136894086582,31.624928080400736
Oceania,2022-10-10,45038907,68.04268878474497,103.72958267003007,101.12239462201948,80.12874359524245,58.21261736048986,45.690761444469544,43.86934774019706,1040.901383667158,43.370890986131585,47.12426080854937
European Union,2022-10-10,450146793,333.79709204594104,333.79709204594104,333.79709204594104,333.79709204594104,333.79709204594104,333.79709204594104,333.79709204594104,9012.52148524041,333.79709204594104,257.9946233227968
North America,2022-10-10,376744184,345.2946925376168,345.2946925376168,345.2946925376168,345.2946925376168,345.2946925376168,345.2946925376168,345.2946925376168,690.5893850752336,345.2946925376168,291.7690785108444
Latin America and Caribbean,2022-10-17,660385158,398.24028212898116,401.72406214526916,400.80941018262047,398.24028212898116,390.0199085545829,387.26015304377364,385.01405922934526,18996.519274303173,365.31767835198406,264.67349099124766
Asia,2022-10-17,4694897197,237.50688107069624,305.25157034398217,295.872543455288,253.71933922934406,195.5060818087356,147.36870254940376,131.15355774490823,1380.122765191634,28.16577071819661,31.659646455087227
Oceania,2022-10-17,45038907,68.91290896448764,104.80278348474164,102.31161536630307,81.16719209156538,59.038175800920676,46.39658005761321,44.60392207733454,1059.7542220798475,44.15642591999365,47.2974310855279
European Union,2022-10-17,450146793,336.009648978016,336.009648978016,336.009648978016,336.009648978016,336.009648978016,336.009648978016,336.009648978016,9072.260522406434,336.009648978016,258.8927772278942
North America,2022-10-17,376744184,346.59096083327154,346.59096083327154,346.59096083327154,346.59096083327154,346.59096083327154,346.59096083327154,346.59096083327154,693.1819216665431,346.59096083327154,292.43664077372995
Latin America and Caribbean,2022-10-24,660385158,398.5223702724095,402.03298674640604,401.15118011128214,398.5223702724095,390.27548096543643,387.4669430069473,385.1016506124446,19002.73755362714,365.4372606466758,264.7772213661208
Asia,2022-10-24,4694897197,238.29346433729967,306.7709734414571,297.4289276498867,255.1287305510435,196.15238000423165,147.739169086538,131.69775497578462,1385.9871762319603,28.28545257616246,31.69809257912916
Oceania,2022-10-24,45038907,69.39190492141311,105.49718786596043,103.07545013862259,81.74867121581369,59.43824975573876,46.66224275504751,44.91418069928869,1068.3119616350093,44.512998401458724,47.52611780743258
European Union,2022-10-24,450146793,337.8666774414033,337.8666774414033,337.8666774414033,337.8666774414033,337.8666774414033,337.8666774414033,337.8666774414033,9122.400290917889,337.8666774414033,259.82247062237764
North America,2022-10-24,376744184,347.83998221508944,347.83998221508944,347.83998221508944,347.83998221508944,347.83998221508944,347.83998221508944,347.83998221508944,695.6799644301789,347.83998221508944,293.31495692047633
Latin America and Caribbean,2022-10-31,660385158,398.72948240465,402.3189894128063,401.46094226701797,398.72948240465,390.396112264409,387.60691302873335,385.17398146802066,19005.609301047374,365.4924865586034,264.9088135119273
Asia,2022-10-31,4694897197,239.04417466262865,308.5221331782916,299.45265755808913,256.31345400183386,196.8183846912493,148.18872017088253,132.25122346212436,1391.7261361760677,28.40257420767485,31.736134200171286
Oceania,2022-10-31,45038907,70.05908868882625,106.35923100651578,104.02080499933528,82.542735817626,60.023480148353784,47.12712291917983,45.40485174435395,1081.0261075612227,45.04275448171761,47.77258471214677
European Union,2022-10-31,450146793,338.9230470850353,338.9230470850353,338.9230470850353,338.9230470850353,338.9230470850353,338.9230470850353,338.9230470850353,9150.922271295953,338.9230470850353,260.62198470444287
North America,2022-10-31,376744184,349.257606066959,349.257606066959,349.257606066959,349.257606066959,349.257606066959,349.257606066959,349.257606066959,698.515212133918,349.257606066959,294.23361821559
Latin America and Caribbean,2022-11-07,660385158,399.17572238149984,402.7131954201309,401.99727790550224,399.17572238149984,390.76786624850024,387.9860050923574,385.4570651680058,19019.519128847605,365.7599832470693,265.01042285185133
Asia,2022-11-07,4694897197,239.84198522855613,310.62296024953497,301.0122065263256,257.34553718238715,197.62779146353762,148.5873608508915,132.7748374809482,1398.002089118944,28.530654879978457,31.805103079874744
Oceania,2022-11-07,45038907,71.01871810876388,107.43765967294016,105.09630529754196,83.65438962855745,60.88014363621077,47.72806655797013,46.173051301921596,1100.3585313244182,45.84827213851742,48.0212585975943
European Union,2022-11-07,450146793,340.1925516470804,340.1925516470804,340.1925516470804,340.1925516470804,340.1925516470804,340.1925516470804,340.1925516470804,9185.198894471172,340.1925516470804,261.2793222765446
North America,2022-11-07,376744184,350.57303856024873,350.57303856024873,350.57303856024873,350.57303856024873,350.57303856024873,350.57303856024873,350.57303856024873,701.1460771204975,350.57303856024873,294.9871791517822
Latin America and Caribbean,2022-11-14,660385158,399.64036736238995,403.0550594349992,402.5189223521604,399.64036736238995,391.1731578103538,388.3430300266441,385.7834173988444,19034.48331105233,366.0477559817756,265.1244488851257
Asia,2022-11-14,4694897197,240.60231339632188,312.5825089885571,303.8131426676529,258.43629812955606,197.87548639313843,148.95944618746566,133.3042257583995,1404.3609107559955,28.660426750122358,31.85247406387459
Oceania,2022-11-14,45038907,71.96260263232479,108.56409411102577,106.04499166682021,84.78154494972425,61.792826162652155,48.371642863164574,47.01022626516375,1120.4156618394893,46.68398590997872,48.42313113859535
European Union,2022-11-14,450146793,342.0202741147233,342.0202741147233,342.0202741147233,342.0202741147233,342.0202741147233,342.0202741147233,342.0202741147233,9234.547401097529,342.0202741147233,261.8842391708431
North America,2022-11-14,376744184,351.8958500659242,351.8958500659242,351.8958500659242,351.8958500659242,351.8958500659242,351.8958500659242,351.8958500659242,703.7917001318484,351.8958500659242,295.6863278345924
Latin America and Caribbean,2022-11-21,660385158,400.23608509825783,403.538576855164,403.19138385563815,400.23608509825783,391.7388715408687,388.7998364890851,386.22394063300203,19055.370067307394,366.44942437129606,265.22378561189083
Asia,2022-11-21,4694897197,241.33484897663558,314.50369698177815,307.58401649853494,259.3744796416201,198.05675879279306,149.2946208124154,133.81074537558462,1410.6312277927193,28.788392403933045,31.90082462203911
Oceania,2022-11-21,45038907,73.07263362849702,109.82634469227473,107.10160826161304,86.00812467364955,62.83349021297859,49.08695390787819,47.925970293893336,1143.3609619098297,47.64004007957623,48.773947822490456
European Union,2022-11-21,450146793,344.1061345982467,344.1061345982467,344.1061345982467,344.1061345982467,344.1061345982467,344.1061345982467,344.1061345982467,9290.86563415266,344.1061345982467,262.4860428584682
North America,2022-11-21,376744184,354.0057739215544,354.0057739215544,354.0057739215544,354.0057739215544,354.0057739215544,354.0057739215544,354.0057739215544,708.0115478431088,354.0057739215544,296.35150067771184
Latin America and Caribbean,2022-11-28,660385158,400.91792113573035,404.24114408288165,403.9319938767324,400.91792113573035,392.3231419056768,389.31967560834914,386.7838573359431,19078.16316561868,366.88775318497454,265.3724891356003
Asia,2022-11-28,4694897197,242.28882635799513,316.62362492983976,311.6106354696,260.63287559216525,198.75050300111363,149.83943991551286,134.58880038389697,1416.8579187410737,28.915467729409666,31.95038913649721
Oceania,2022-11-28,45038907,73.91469345298377,110.93175048202205,108.26362163321936,86.98309426101069,63.608727889933846,49.60070674125862,48.64506758566791,1161.041480576838,48.37672835736825,49.24022689982241
European Union,2022-11-28,450146793,346.72086700466747,346.72086700466747,346.72086700466747,346.72086700466747,346.72086700466747,346.72086700466747,346.72086700466747,9361.463409126021,346.72086700466747,263.1040641446933
North America,2022-11-28,376744184,356.3421113586614,356.3421113586614,356.3421113586614,356.3421113586614,356.3421113586614,356.3421113586614,356.3421113586614,712.6842227173228,356.3421113586614,297.1321367498536
Latin America and Caribbean,2022-12-05,660385158,401.5162679293179,404.8637251551825,404.54653057927675,401.5162679293179,392.95531536381384,389.72452510773655,387.3023083517673,19094.19930993883,367.19614057574677,265.5514786216117
Asia,2022-12-05,4694897197,243.54374160515485,318.9665658936828,316.1058574397109,262.61844987040405,199.66953869494276,150.58016431177808,135.57649059965593,1427.3647708876208,29.12989328342083,32.006769817243345
Oceania,2022-12-05,45038907,75.58153532276808,112.6575761258269,110.78365020145198,88.55232023194553,65.09094709879538,50.80449194097666,50.06047535961436,1194.0580730078034,49.75241970865847,49.868579181994804
European Union,2022-12-05,450146793,350.38978886079514,350.38978886079514,350.38978886079514,350.38978886079514,350.38978886079514,350.38978886079514,350.38978886079514,9460.52429924147,350.38978886079514,263.78317394788144
North America,2022-12-05,376744184,358.6852438575337,358.6852438575337,358.6852438575337,358.6852438575337,358.6852438575337,358.6852438575337,358.6852438575337,717.3704877150674,358.6852438575337,297.68211206148305
Latin America and Caribbean,2022-12-12,660385158,402.04739276074565,405.4909343871083,405.01687679403796,402.04739276074565,393.42496443612606,390.04640607803367,387.79972969616955,19107.323971502734,367.4485379135142,265.73849327284046
Asia,2022-12-12,4694897197,245.12313581201596,323.02276022905727,319.4911750955416,264.6524141769726,201.27450595980562,151.6576802583124,137.10071950877878,1437.8893657016868,29.34468093268748,32.080935509353175
Oceania,2022-12-12,45038907,76.93082749965978,114.18819901012743,112.33688459692607,90.05085747134208,66.2508292702575,51.645275582155776,51.14559317259124,1219.91285753788,50.82970239741166,50.53246074555051
European Union,2022-12-12,450146793,354.9801568017337,354.9801568017337,354.9801568017337,354.9801568017337,354.9801568017337,354.9801568017337,354.9801568017337,9584.464233646808,354.9801568017337,264.5611443909587
North America,2022-12-12,376744184,360.69467512002547,360.69467512002547,360.69467512002547,360.69467512002547,360.69467512002547,360.69467512002547,360.69467512002547,721.3893502400509,360.69467512002547,298.5633453070108
Latin America and Caribbean,2022-12-19,660385158,402.61415671787256,406.21051875953094,405.4836496658907,402.61415671787256,393.97970975299614,390.4270369153579,388.33708782299914,19121.345109907204,367.7181751905232,266.0168152456671
Asia,2022-12-19,4694897197,246.93657907445206,325.86036963702156,321.8200059973789,267.0840517420833,202.96552350879998,152.86336855327005,138.64373464180267,1448.5222951562475,29.56167949298465,32.179532258243825
Oceania,2022-12-19,45038907,78.33722886651918,115.80951982890613,113.91580751607712,91.48666332753962,67.52135066204171,52.59084356227501,52.332560654942455,1248.5172647441905,52.0215526976746,51.26516280690382
European Union,2022-12-19,450146793,360.5354988505739,360.5354988505739,360.5354988505739,360.5354988505739,360.5354988505739,360.5354988505739,360.5354988505739,9734.458468965495,360.5354988505739,265.48195845971514
North America,2022-12-19,376744184,362.9066310749752,362.9066310749752,362.9066310749752,362.9066310749752,362.9066310749752,362.9066310749752,362.9066310749752,725.8132621499504,362.9066310749752,299.34159195938645
Latin America and Caribbean,2022-12-26,660385158,403.1067825307159,406.87617797975173,405.898190179036,403.1067825307159,394.44070628873766,390.7945889352654,388.84141011834646,19135.390264599453,367.98827431922024,266.2642491833026
Asia,2022-12-26,4694897197,248.93715711037729,330.0176465062399,324.51508654462276,269.70044334674446,204.87909740435137,154.27669975755782,140.35060728539753,1459.089889846888,29.77734469075281,32.392103728528134
Oceania,2022-12-26,45038907,79.61799413906449,117.3075110598728,115.36865954691518,92.79661892327863,68.67534639647691,53.56112169216723,53.40629647393406,1274.2654747519325,53.094394781330514,52.108882215991606
European Union,2022-12-26,450146793,365.1687416943222,365.1687416943222,365.1687416943222,365.1687416943222,365.1687416943222,365.1687416943222,365.1687416943222,9859.556025746699,365.1687416943222,266.50673528179505
North America,2022-12-26,376744184,365.62779197096285,365.62779197096285,365.62779197096285,365.62779197096285,365.62779197096285,365.62779197096285,365.62779197096285,731.2555839419257,365.62779197096285,300.2480423161622
Latin America and Caribbean,2023-01-02,660385158,403.8631967242468,407.92756123291764,406.4596306560276,403.8631967242468,395.21270469986143,391.2208156887014,389.7646370401232,19150.121825652295,368.27157357023646,266.5711918780989
Asia,2023-01-02,4694897197,251.09890857892623,335.24330263853307,327.41166132184486,272.28830721456325,208.20212952246985,155.91956373711815,142.26802851984198,1468.6484884287183,29.972418131198328,32.888536408990085
Oceania,2023-01-02,45038907,81.0420905696755,118.92398790533005,116.9965921979146,94.23637536517982,69.93836164056685,54.834338377797295,54.42602806505412,1302.5597306394397,54.273322109976654,52.934836984387744
European Union,2023-01-02,450146793,368.23339001827605,368.23339001827605,368.23339001827605,368.23339001827605,368.23339001827605,368.23339001827605,368.23339001827605,9942.301530493456,368.23339001827605,267.45775771860275
North America,2023-01-02,376744184,367.1086224680802,367.1770910967558,367.1538764538956,367.1093735642847,367.0532686461924,367.0190592335385,367.00432466326146,733.9861764081113,366.99308820405565,300.9992156906131
Latin America and Caribbean,2023-01-09,660385158,404.5065189540015,409.16783475050494,407.0850880322968,404.5065189540015,395.8406302528866,391.6676100722235,390.5534508963552,19164.214264729788,368.54258201403434,266.8567864250315
Asia,2023-01-09,4694897197,253.1907347233602,340.3821650733678,330.1595406472931,274.8881272494606,211.55072984769166,157.2271327366428,143.74020539869878,1478.033835080661,30.163955817972667,33.52015837547209
Oceania,2023-01-09,45038907,81.86322963402132,119.84439941374269,117.92361628279959,95.00346838019479,70.58502307946878,55.396055102265045,54.75845361420563,1315.3740371578153,54.807251548242306,53.818515178443384
European Union,2023-01-09,450146793,369.3234898605154,369.3234898605154,369.3234898605154,369.3234898605154,369.3234898605154,369.3234898605154,369.3234898605154,9971.734226233915,369.3234898605154,268.3370240071887
North America,2023-01-09,376744184,367.75171203617305,367.888557141137,367.83502191390613,367.7529030690111,367.6568941913868,367.576567032485,367.56076869527016,735.1040034334343,367.55200171671714,301.8013509665752
Latin America and Caribbean,2023-01-16,660385158,405.1620022893892,410.1021948087656,407.84912052063754,405.1620022893892,396.4937349182327,392.1289973941656,391.27678264098176,19178.63558258966,368.8199150498011,267.0699965468737
Asia,2023-01-16,4694897197,254.81500439330435,342.9687885634201,333.618296062048,277.06542910991163,213.54061623830484,158.32238333691566,144.9278122548207,1486.8289771160316,30.34344851257207,33.943618148195206
Oceania,2023-01-16,45038907,82.94564353084843,121.08964948303267,119.10755240526314,96.03576155074072,71.41315872615708,56.12334458968412,55.30299355008517,1334.2186853982935,55.5924452249289,54.48906431055265
European Union,2023-01-16,450146793,369.41510060174124,369.41510060174124,369.41510060174124,369.41510060174124,369.41510060174124,369.41510060174124,369.41510060174124,9974.207716247014,369.41510060174124,269.0350214268882
North America,2023-01-16,376744184,368.1876999523061,368.37282224219234,368.3423676357597,368.20214407772556,368.0585233511821,367.93771762843863,367.9137778673275,735.8334148187873,367.91670740939367,303.0592336894576
Latin America and Caribbean,2023-01-23,660385158,405.7254009948391,410.82778554085536,408.60216249610676,405.7254009948391,397.0344720863586,392.45007221855354,391.66162092157407,19193.275015587726,369.1014426074563,267.3440775097896
Asia,2023-01-23,4694897197,256.1837836099306,345.10244758656705,337.6497125563455,279.1469421206079,215.1957954807877,159.23919133616715,145.94290095234382,1496.0008899145896,30.530630406420197,34.169331567581075
Oceania,2023-01-23,45038907,83.69025781661034,122.03968444005876,119.90109443932738,96.75306362294458,71.92758846923296,56.523444297027375,55.57891422907373,1345.0436008330887,56.04348336804538,54.96421793717152
European Union,2023-01-23,450146793,368.97747657546904,368.97747657546904,368.97747657546904,368.97747657546904,368.97747657546904,368.97747657546904,368.97747657546904,9962.391867537664,368.97747657546904,269.5652960033417
North America,2023-01-23,376744184,368.34990405608,368.5935770122741,368.5496424801789,368.36887251167497,368.1915606563264,368.01333138607157,367.98810401016294,736.038243896764,368.019121948382,304.1119384606081
Latin America and Caribbean,2023-01-30,660385158,406.3397495137441,411.7668588753108,409.3745748808561,406.3397495137441,397.61471536798905,392.9291295297964,392.3596897136079,19207.323884132198,369.37161315638843,267.5377541823353
Asia,2023-01-30,4694897197,257.35843249025106,346.96854571602285,340.91002250284885,280.15110920963826,216.32549012374992,159.9102899700616,146.5567112740697,1505.0566056356736,30.71544093134027,34.279237850583336
Oceania,2023-01-30,45038907,84.59753864866971,123.32055423949959,121.07431544990929,97.76081825493408,72.72013501895748,57.160443513448705,56.14851993384313,1363.1511086274193,56.797962859475795,55.263963221842836
European Union,2023-01-30,450146793,368.49981746076145,368.49981746076145,368.49981746076145,368.49981746076145,368.49981746076145,368.49981746076145,368.49981746076145,9949.495071440559,368.49981746076145,269.9880483209396
North America,2023-01-30,376744184,368.6841832021178,369.01993308954803,368.9457605432246,368.7240205425886,368.495236626113,368.25329908911675,368.2351762457423,736.5802602193705,368.29013010968526,305.1792398738132
Latin America and Caribbean,2023-02-06,660385158,406.8230206435788,412.5909311966993,410.38691448705174,406.8230206435788,398.07297758240276,393.27431964034014,392.7851036180088,19214.287349334234,369.5055259487353,267.76807674206793
Asia,2023-02-06,4694897197,258.2261984913263,348.83619287791316,343.891385958283,281.2883618279137,217.19589699767116,160.22529248514914,146.9889158801348,1510.5067419495638,30.82666820305233,34.404544172599486
Oceania,2023-02-06,45038907,85.05974703418356,124.2172900940261,121.75346781392525,98.1504253253237,73.08450077235419,57.45063864030106,56.3215029909017,1370.8054320227584,57.116893000948274,56.05216618600447
European Union,2023-02-06,450146793,368.1204633153546,368.1204633153546,368.1204633153546,368.1204633153546,368.1204633153546,368.1204633153546,368.1204633153546,9939.252509514574,368.1204633153546,270.3885836636406
North America,2023-02-06,376744184,368.9923042857824,369.276395534537,369.24212755506284,369.0221152456124,368.7469744999396,368.476363535915,368.4338737930428,737.0642353893986,368.5321176946993,306.16240063841303
Latin America and Caribbean,2023-02-13,660385158,407.18661011982954,413.32680605877607,411.26075828374445,407.18661011982954,398.4795900465767,393.5123889877608,392.92328051961687,19219.888054250456,369.6132318125088,267.8908837116334
Asia,2023-02-13,4694897197,259.0314956256099,350.65217655217725,346.1185884809791,282.4913128778071,217.59869791408897,160.53378047238832,147.438690021926,1515.9572696534226,30.937903462314747,34.46552557176259
Oceania,2023-02-13,45038907,85.87836430350562,125.49278831984806,122.77606190625279,98.83456204206212,73.75509593762281,58.06540189876917,56.819514017668084,1386.5594191155317,57.77330912981383,56.28307543076034
European Union,2023-02-13,450146793,367.83456016709084,367.83456016709084,367.83456016709084,367.83456016709084,367.83456016709084,367.83456016709084,367.83456016709084,9931.533124511454,367.83456016709084,270.73291956119743
North America,2023-02-13,376744184,369.079120148503,369.38105452352,369.3251552209082,369.1181260637348,368.7895076159235,368.4621440149275,368.44785229683583,737.1497084996487,368.57485424982434,307.13547604493345
Latin America and Caribbean,2023-02-20,660385158,407.56497525744317,414.06518532258366,411.4663483396042,407.56497525744317,398.79640201698436,393.84519416907324,393.0373792005348,19225.956223740835,369.7299273796315,268.0161148725675
Asia,2023-02-20,4694897197,259.7528381041603,352.5082409277879,347.7228991646452,283.6082499497283,217.76881847107182,160.82887990772213,147.9159413916313,1521.2446343951992,31.045808865208144,34.50233146819636
Oceania,2023-02-20,45038907,86.33682670935019,126.38445440212713,123.51279375169278,99.17280994734409,74.14495976071538,58.34857222001413,56.97744482009251,1394.2315049312601,58.092979372135844,56.522874766920964
European Union,2023-02-20,450146793,367.31354852759927,367.31354852759927,367.31354852759927,367.31354852759927,367.31354852759927,367.31354852759927,367.31354852759927,9917.46581024518,367.31354852759927,271.1265707051256
North America,2023-02-20,376744184,369.3889151929352,369.75733808317614,369.66642731542146,369.46850742081796,369.09476050516105,368.71762993773376,368.64311461868175,737.7207453985446,368.8603726992723,307.95008795676597
Latin America and Caribbean,2023-02-27,660385158,407.9665367171376,414.75413072535736,412.1492113964412,407.9665367171376,399.07966872785596,394.0027456008134,393.15179620434117,19233.974398041388,369.8841230392575,268.2066094626958
Asia,2023-02-27,4694897197,260.46182650943905,354.3168042023706,349.2284832180111,284.45603562126064,217.97938104287815,161.10668976416636,148.40178531968579,1526.495848696215,31.152976504004393,34.52919073576043
Oceania,2023-02-27,45038907,87.02168818117116,127.51226178040687,124.44717440449742,99.80340249953012,74.74658345271729,58.85747049060116,57.351232829602445,1407.1672869462652,58.63197028942773,56.73824189383637
European Union,2023-02-27,450146793,366.10662332079045,366.10662332079045,366.10662332079045,366.10662332079045,366.10662332079045,366.10662332079045,366.10662332079045,9884.878829661342,366.10662332079045,271.5097781447484
North America,2023-02-27,376744184,369.5082068999397,369.9237521407752,369.8521182528293,369.5918014409554,369.20145756229317,368.76046032548913,368.66791750830254,737.9829194321931,368.99145971609653,308.6216319665867
Latin America and Caribbean,2023-03-06,660385158,408.5188070507586,415.5775434633947,413.23359436619535,408.5188070507586,399.4822848824918,394.3228996109592,393.4491414515399,19251.288689931018,370.2170901909811,268.3168471007137
Asia,2023-03-06,4694897197,261.10968499066627,356.03354662000197,350.7307935161296,285.1471430322465,218.09895214939462,161.33281261120115,148.91313640424733,1529.494692821834,31.214177404527224,34.55283366026811
Oceania,2023-03-06,45038907,87.77161654558829,128.69582016509466,125.44588400875003,100.63069991627052,75.38760457760722,59.42339191027027,57.78900430943501,1421.4991952038545,59.22913313349393,56.92252478507083
European Union,2023-03-06,450146793,365.86994161408364,365.86994161408364,365.86994161408364,365.86994161408364,365.86994161408364,365.86994161408364,365.86994161408364,9878.48842358026,365.86994161408364,271.87454737681543
North America,2023-03-06,376744184,369.39833216146155,369.9705469070652,369.89405971527117,369.48977149185293,369.06082371060086,368.5814653509322,368.4634107797362,737.8119082783031,368.90595413915156,309.24831768604025
Latin America and Caribbean,2023-03-13,660385158,409.09710232391404,416.4402447888984,414.30007049439666,409.09710232391404,400.0667850091476,394.6405290370236,393.5091729791699,19269.283312071195,370.56314061675374,268.41497332177573
Asia,2023-03-13,4694897197,261.8210247623021,357.7447558397097,352.2225011219576,285.83061670943226,218.30831280871215,161.42161952882088,149.45281702064486,1532.3079695189354,31.271591214672153,34.57526233028612
